WESID,Q_RESP,Q1A,Q1B,Q1C,Q1D,Q1E,Q1F,Q1G,Q1H,Q1I,Q1J,Q1K,Q1L,Q1M,Q1N,Q1O,Q1P,Q1Q,Q1R,Q1S,Q1T,Q1U,Q2A,Q2B,Q2C,Q2D,Q2E,Q3,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q5A,Q5B,Q5C,Q5D,Q6,Q7A,Q7B,Q7C,Q8A,Q8B,Q8C,Q8D,Q8E,Q8ECODE,Q9A,Q10,Q11A,Q11B,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q12I,Q12J,Q12K,Q12L,Q12M,Q12N,Q13,Q14A1,Q14A2,Q14A3,Q14B1,Q14B2,Q14B3,Q14C1,Q14C2,Q14C3,Q14D1,Q14D2,Q14D3,Q15,Q15A,Q15B,Q16A1,Q16A2,Q16A3,Q16A4,Q16B1,Q16B2,Q16B3,Q16B4,Q16C1_1,Q16C1_2,Q16C1_3,Q16C1_4,Q16C2_1,Q16C2_2,Q16C2_3,Q16C2_4,Q16D1_1,Q16D1_2,Q16D1_3,Q16D1_4,Q16D2_1,Q16D2_2,Q16D2_3,Q16D2_4,Q16E1_1,Q16E1_2,Q16E1_3,Q16E1_4,Q16E2_1,Q16E2_2,Q16E2_3,Q16E2_4,Q16F1,Q16F2,Q16F3,Q16F4,Q16G1,Q16G2,Q16G3,Q16G4,Q16H1,Q16H2,Q16H3,Q16H4,Q16I1,Q16I2,Q16I4,Q16J1,Q16J2,Q16J4,Q16K1,Q16K2,Q16K3,Q16K4,Q16L1,Q16L2,Q16L3,Q16L4,Q18,Q19A,Q19B,Q19C,Q19D,Q19E,Q19F,Q19G,Q20A,Q20B,Q20C,Q20D,Q20E1,Q20E2,Q20F1,Q20F2,Q20G,Q20H1,Q20H2,Q20I,Q20J,Q20K,Q20L,Q20M,Q20N,Q21A1,Q21A2,Q21A3,Q21A4,Q21A5,Q21B1,Q21B2,Q21B3,Q21B4,Q21B5,Q21C1,Q21C2,Q21C3,Q21C4,Q21C5,Q21D1,Q21D2,Q21D3,Q21D4,Q21D5,Q21E1,Q21E2,Q21E3,Q21F1,Q21F2,Q21F3,Q21G1,Q21G2,Q21G3,Q21H1,Q21H2,Q21H3,Q21I1,Q21I2,Q21I3,Q21J1,Q21J2,Q21J3,Q21K1,Q21K2,Q21K3,ENROLL,PCTFREE,Q24B,Q24C,PCTMALE,Q24E,Q24F,Q24G,Q25,CATG_FTE,Q26B1,Q26B2,Q26C1,Q26C2,Q27,Q28,Q29,Q30A,Q30B,Q31A1,Q31A2,Q31B1,Q31B2,Q31C1,Q31C2,ACCESS,MONITOR,PARINV,CRISPLAN,STUCOMP,SCHLCOMP,REGPOL,LIMITS,NUMDEATH,INCIDENT,POLINC,HATECRIM,GANGINC,VIOLINC,POLINCV,HATECRMV,GANGINCV,SERVIOL,SERPOLV,SERHATEV,SERGANGV,SRATIO,Q21A6P,Q21B6P,Q21C6P,Q21D6P,Q21E6P,Q21F6P,Q21G6P,Q21H6P,Q21I6P,Q21J6P,Q21K6P,Q21A6,Q21B6,Q21C6,Q21D6,PCTMINOR,LEVEL,URBAN,FWT,FWT1,FWT2,FWT3,FWT4,FWT5,FWT6,FWT7,FWT8,FWT9,FWT10,FWT11,FWT12,FWT13,FWT14,FWT15,FWT16,FWT17,FWT18,FWT19,FWT20,FWT21,FWT22,FWT23,FWT24,FWT25,FWT26,FWT27,FWT28,FWT29,FWT30,FWT31,FWT32,FWT33,FWT34,FWT35,FWT36,FWT37,FWT38,FWT39,FWT40,FWT41,FWT42,FWT43,FWT44,FWT45,FWT46,FWT47,FWT48,FWT49,FWT50,STR_SOCS,Q2A_FL,Q2B_FL,Q2D_FL,Q2E_FL,Q9A_FL,Q10_FL,Q13_FL,Q14A1_FL,Q14A2_FL,Q14A3_FL,Q14B1_FL,Q14B2_FL,Q14B3_FL,Q14C1_FL,Q14C2_FL,Q14C3_FL,Q14D1_FL,Q14D2_FL,Q14D3_FL,Q15_FL,Q15A_FL,Q15B_FL,Q16B2_FL,Q16B3_FL,Q16B4_FL,Q16C12FL,Q16C13FL,Q16C14FL,Q16C22FL,Q16C23FL,Q16C24FL,Q16D12FL,Q16D13FL,Q16D14FL,Q16D22FL,Q16D23FL,Q16D24FL,Q16E12FL,Q16E13FL,Q16E14FL,Q16E22FL,Q16E23FL,Q16E24FL,Q16F2_FL,Q16F3_FL,Q16F4_FL,Q16G2_FL,Q16G3_FL,Q16G4_FL,Q16H2_FL,Q16H3_FL,Q16H4_FL,Q16I2_FL,Q16I4_FL,Q16J2_FL,Q16J4_FL,Q16K2_FL,Q16K3_FL,Q16K4_FL,Q16L2_FL,Q16L3_FL,Q16L4_FL,Q19A_FL,Q19B_FL,Q19C_FL,Q19D_FL,Q19E_FL,Q19F_FL,Q19G_FL,Q21A1_FL,Q21A2_FL,Q21A3_FL,Q21A4_FL,Q21A5_FL,Q21B1_FL,Q21B2_FL,Q21B3_FL,Q21B4_FL,Q21B5_FL,Q21C1_FL,Q21C2_FL,Q21C3_FL,Q21C4_FL,Q21C5_FL,Q21D1_FL,Q21D2_FL,Q21D3_FL,Q21D4_FL,Q21D5_FL,Q21E1_FL,Q21E2_FL,Q21E3_FL,Q21F1_FL,Q21F2_FL,Q21F3_FL,Q21G1_FL,Q21G2_FL,Q21G3_FL,Q21H1_FL,Q21H2_FL,Q21H3_FL,Q21I1_FL,Q21I2_FL,Q21I3_FL,Q21J1_FL,Q21J2_FL,Q21J3_FL,Q21K1_FL,Q21K2_FL,Q21K3_FL,Q24B_FL,Q24C_FL,Q24E_FL,Q24F_FL,Q24G_FL,Q26A1_FL,Q26A2_FL,Q29_FL,REGPOLFL,Q8ETEXT
1865,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,1,2,2,2,2,1,2,1,3,1,2,-1,-1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,4,4,4,5,5,2,3,4,1,4,3,4,4,3,1,1,3,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,8,2,0,40,60,8,2,1,1,3,0,3,1,6,12,9,8,23,5,26,5,19,3,2,2,5,-1,1,2,0,-1,6,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,3,21.8663124,22.4516832,22.2222195,22.6607581,22.7808384,22.1120975,22.2018925,22.7203012,22.3203136,22.0976528,22.2331387,22.4489685,22.4225206,22.1955195,21.8740066,22.1306347,21.7658643,21.8428406,21.7532718,22.1489219,22.1564233,22.1395392,21.854946,21.5796163,0,22.1373704,22.4699882,22.314248,22.9099021,22.4437913,22.8145835,22.7182611,22.0569145,22.7541426,22.749112,22.7534414,23.0421439,22.057911,22.6540594,22.4214142,22.3507827,22.1518241,22.3567239,22.381572,21.9720186,22.0021753,22.3917,22.3751247,22.3898014,22.4730147,22.3574787,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,After school hours for burglary-and question students
1866,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,-1,-1,1,5,20,2,2,3,3,2,3,2,3,3,3,3,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,4,5,4,5,5,2,2,1,2,3,3,4,3,3,3,3,3,4,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,10,2,12,60,50,2,1,1,1,2,1,1,1,2,18,20,8,26,5,26,6,1,2,1,2,3,6,4,1,0,-1,37,0,0,0,35,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,94.6049866,93.7247119,96.543161,97.0448444,101.2034972,98.1782418,99.58242,96.8639021,102.6741571,96.1137299,100.1915449,100.1923788,96.2487877,98.4893113,95.5758679,0,98.616398,96.6792016,96.245718,97.0806777,96.3903852,96.7238413,96.3732066,95.0737914,93.9154579,98.2961822,95.0464836,96.1498073,95.7471395,95.0421681,95.7165841,94.7693774,95.5635753,95.5366711,93.5265974,94.3201266,94.7969332,94.1978364,98.8376088,94.0275526,93.9864653,93.6360783,96.0660437,97.2249546,97.2996808,95.0687764,95.788747,95.3584515,98.8468724,97.4053993,97.7421841,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1867,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2,2,2,1,1,1,1,2,-1,18,2,-1,-1,3,3,3,3,3,3,3,3,1,3,3,2,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,90,3,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,5,5,0,30,8,0,6,1,0,0,20,4,0,0,3,4,2,4,4,2,5,5,3,3,3,3,-9,-9,4,3,3,3,3,3,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,30,0,0,10,0,2,30,0,0,10,1,4,30,1,11,110,4,1,0,60,2,2,80,95,7,3,7,0,8,0,3,1,1,50,30,8,25,6,5,5,24,3,1,1,3,-1,1,2,1,-1,211,24,0,0,100,5,0,0,0,0,0,0,2,0,0,0,0,5,30,10,32,10,35,122,0,0,0,0,1,3,2,8.8577839,8.896254,8.9828866,9.1360252,8.9666177,9.0894965,9.023985,9.1825338,8.9585992,8.8894377,8.9562832,9.0838822,9.1089638,9.0845897,9.0043826,8.9904892,9.0167135,8.9611063,9.0466281,9.0285926,9.2546037,9.0727684,9.0787896,9.0832274,9.015654,8.9952695,9.0590114,9.1393688,8.990697,8.8818526,9.0523982,8.9982044,9.0043847,9.1139533,9.0559625,9.1053113,9.095672,9.1017256,9.1406698,9.1224085,9.1270858,9.0838011,8.9118915,8.9794927,8.9113301,0,9.0636703,9.100037,8.9279546,8.947071,8.985369,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1868,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,1,2,2,1,1,1,-9,2,-1,40,1,200,1,2,3,1,3,2,3,2,3,3,1,3,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,6,0,0,4,4,0,0,0,4,3,4,5,4,4,4,2,3,2,3,2,3,4,3,3,3,3,3,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,5,10,0,0,4,0,0,4,0,5,48,4,1,3,12,1,8,94,90,6,3,12,1,8,2,3,1,3,4,10,8,24,6,9,8,8,2,0,2,4,-1,2,2,2,-1,57,57,0,0,20,20,0,0,0,0,0,0,1,0,0,0,0,10,10,10,15,4,4,53,0,0,0,0,2,3,2,8.8577839,8.896254,8.9828866,9.1360252,8.9666177,9.0894965,9.023985,9.1825338,8.9585992,8.8894377,8.9562832,9.0838822,9.1089638,9.0845897,9.0043826,8.9904892,9.0167135,8.9611063,9.0466281,9.0285926,9.2546037,9.0727684,9.0787896,9.0832274,9.015654,8.9952695,9.0590114,9.1393688,0,8.8818526,9.0523982,8.9982044,9.0043847,9.1139533,9.0559625,9.1053113,9.095672,9.1017256,9.1406698,9.1224085,9.1270858,9.0838011,8.9118915,8.9794927,8.9113301,9.0861402,9.0636703,9.100037,8.9279546,8.947071,8.985369,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1869,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,-1,40,1,15,10,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,2,2,0,0,0,0,0,23,23,0,2,0,0,0,5,1,0,0,0,4,3,2,5,4,4,4,2,3,2,2,4,3,4,3,3,3,3,3,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,1,2,7,2,3,85,75,7,3,12,0,7,0,3,1,1,55,50,8,24,6,9,4,13,2,1,3,5,8,4,2,0,-1,80,52,0,0,23,1,0,0,1,1,0,0,3,0,0,1,2,0,2,1,0,0,0,6,0,0,1,4,2,3,2,8.8577839,8.896254,8.9828866,9.1360252,8.9666177,9.0894965,9.023985,9.1825338,8.9585992,8.8894377,8.9562832,9.0838822,9.1089638,9.0845897,9.0043826,8.9904892,9.0167135,8.9611063,9.0466281,9.0285926,9.2546037,9.0727684,9.0787896,9.0832274,9.015654,8.9952695,9.0590114,9.1393688,8.990697,8.8818526,9.0523982,8.9982044,9.0043847,9.1139533,9.0559625,9.1053113,9.095672,9.1017256,9.1406698,0,9.1270858,9.0838011,8.9118915,8.9794927,8.9113301,9.0861402,9.0636703,9.100037,8.9279546,8.947071,8.985369,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1870,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,-1,1,1,15,3,3,1,2,3,2,3,3,3,2,3,3,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,2,2,0,0,0,5,3,3,4,3,5,5,2,2,4,2,3,3,1,3,3,3,3,3,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,6,0,0,0,0,0,12,2,1,0,25,2,5,70,70,8,2,2,2,3,2,3,1,2,30,25,8,23,5,26,4,26,4,2,3,5,6,4,2,1,-1,13,6,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,2,6,0,12,0,0,0,0,1,3,2,18.1607607,18.4037215,18.4276316,18.7214881,18.5761451,18.3008421,18.7438332,18.8322547,18.5840505,18.2353892,18.4905105,18.8842714,18.962856,18.323526,18.3983745,18.3237049,18.2630542,0,18.4081423,18.7264094,18.5758961,18.2669469,18.5375246,18.5943069,18.1989221,18.7906502,18.5710185,18.4284633,18.8157171,18.4027177,18.9436073,17.9951931,18.1284914,19.1280153,18.2843054,19.073859,18.6192488,18.6637026,18.7899188,18.5412994,18.8820957,18.6062253,18.2117072,18.2630126,18.3046028,18.1710814,18.4578285,18.4834461,18.5521149,18.9931806,18.6150033,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1871,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,-1,40,2,-1,-1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,3,1,0,0,3,3,0,3,3,0,15,3,0,0,5,5,0,0,0,4,1,2,4,2,4,5,3,3,4,3,3,3,4,3,3,4,2,3,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,1,5,0,0,0,0,4,15,4,1,1,5,2,5,90,90,10,3,3,1,7,0,3,1,1,134,73,8,25,6,7,4,5,3,0,2,5,7,4,2,1,-1,69,40,0,0,30,15,0,0,0,0,0,0,2,0,0,0,1,0,0,12,0,6,0,19,0,0,0,1,2,2,4,17.4206201,17.9350924,17.6618577,17.1954126,17.3183117,17.7415895,18.2776909,17.6978436,0,18.3698549,17.7773199,18.1534562,18.2562457,17.2751841,17.7408055,17.6282186,17.1915254,18.1179234,17.9854988,17.5080349,18.0462036,17.4546426,18.2393368,17.3556062,18.0174472,17.0637253,17.4944033,18.0872195,17.4269526,17.7906142,17.517931,18.5092941,17.4485204,17.4816222,18.5295704,18.063643,17.731124,18.5400764,17.0950268,18.6926045,17.6284628,17.6614599,17.5347399,17.2163951,18.0674909,17.6218066,18.0109857,17.2543806,17.8172523,17.921067,17.4550418,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1872,4,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,-1,40,2,-1,-1,1,2,3,2,3,2,3,3,2,2,3,2,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,32,32,0,0,0,0,0,0,11,7,1,1,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,3,3,0,20,20,0,4,1,0,0,8,4,0,0,0,3,2,2,4,3,4,4,2,3,1,3,2,3,4,3,3,1,1,3,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,13,0,2,10,0,0,12,0,2,12,0,0,0,1,6,50,4,1,0,5,2,7,83,83,4,3,4,3,5,0,3,1,1,133,45,8,25,6,7,4,28,3,0,1,3,2,2,2,1,1,94,83,1,1,44,40,1,1,1,1,0,0,3,0,0,0,1,3,15,12,12,14,0,57,0,0,0,1,2,3,2,8.8577839,8.896254,8.9828866,9.1360252,8.9666177,9.0894965,9.023985,9.1825338,8.9585992,8.8894377,8.9562832,9.0838822,0,9.0845897,9.0043826,8.9904892,9.0167135,8.9611063,9.0466281,9.0285926,9.2546037,9.0727684,9.0787896,9.0832274,9.015654,8.9952695,9.0590114,9.1393688,8.990697,8.8818526,9.0523982,8.9982044,9.0043847,9.1139533,9.0559625,9.1053113,9.095672,9.1017256,9.1406698,9.1224085,9.1270858,9.0838011,8.9118915,8.9794927,8.9113301,9.0861402,9.0636703,9.100037,8.9279546,8.947071,8.985369,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1873,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,2,-1,4,2,-1,-1,3,3,3,3,3,3,3,2,1,3,3,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,5,5,2,2,2,4,2,2,-9,3,3,3,-9,3,4,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,10,2,2,80,60,2,2,6,0,6,0,3,1,0,29,27,8,30,6,9,5,3,3,1,3,3,6,4,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,94.5484639,93.108375,95.6508032,95.6277347,95.1790431,95.2576163,95.4096317,98.435284,95.0747174,96.0848838,99.1101398,96.7503872,97.7558285,94.9435147,94.3736405,98.7688704,99.8805472,95.9230264,0,98.2227074,96.4790167,94.1187885,95.8956145,96.5714483,96.8436118,96.3317817,98.5371311,96.2486139,95.6807466,94.401601,97.2021839,96.0051948,96.7403159,97.7552548,96.8501972,98.4568932,96.0118408,95.6213695,96.2243935,94.6519903,94.6622833,97.8981326,95.6676323,99.3850713,96.3154163,96.8193684,97.8731041,95.5653312,98.5532533,95.9380517,97.3194732,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1874,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,-1,40,1,65,1,2,1,3,3,3,3,2,2,2,3,3,1,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,4,4,3,5,2,4,5,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,10,0,0,0,0,0,0,0,0,0,7,0,11,3,1,0,5,2,10,40,40,4,3,3,0,3,0,3,1,8,37,40,8,21,5,26,8,9,2,2,4,5,7,3,2,2,-1,24,21,0,0,8,5,0,0,0,0,0,0,2,0,0,0,1,0,7,10,0,0,0,18,0,0,0,1,1,3,2,14.1159893,14.331381,14.5390754,14.3865765,14.1658639,14.461089,14.7172728,14.8351293,14.4259334,14.2684719,14.1884394,14.552613,14.539503,14.0848846,14.2825679,14.2871833,14.6290878,14.544627,14.4314224,14.4773192,14.4807396,14.2416735,14.5188697,14.4291079,14.24038,14.4598729,14.3954654,14.2345706,14.2892701,14.1288912,14.5279346,13.9743198,14.347111,14.7023964,14.0841503,14.4619367,14.313382,14.4981259,14.4866914,14.2334913,14.7455432,14.5528543,14.2576195,14.1348253,14.5212415,14.3133216,14.4607195,14.3856796,14.6209301,0,14.4122307,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
