DOC_CTRL_NUM,REPORTING_YEAR,CHEM_NAME,CITY_NAME,STATE_ABBR,TOTAL_RELEASE
"1321219983020","2021","Lead","MARSHFIELD","MO",""
"1318216700171","2018","Lead","CAPE GIRARDEAU","MO",""
"1320218739769","2020","Lead","KANSAS CITY","MO",""
"1307205947144","2007","Lead","SAINT LOUIS","MO",""
"1311209794458","2011","Lead","MOUNT VERNON","MO",""
"1302200821243","2002","Lead","FORT LEONARD WOOD","MO",""
"1321219705124","2021","Lead","WARRENTON","MO","0"
"1306205033982","2006","Lead","VAN BUREN","MO",""
"1319218177525","2019","Lead","ARNOLD","MO","0"
"1311209533710","2011","Lead","SAINT LOUIS","MO",""
"1310208988319","2010","Lead","SAINT LOUIS","MO",""
"1398120315926","1998","Lead","SAINT LOUIS","MO",""
"1305203189170","2005","Lead","SEDALIA","MO",""
"1321220385088","2021","Lead","JEFFERSON CITY","MO",".94"
"1319217720972","2019","Lead","SAINT LOUIS","MO",""
"1321219929128","2021","Lead","ANDERSON","MO",""
"1302200447769","2002","Lead","COLE CAMP","MO",""
"1321220512533","2021","Lead","WARRENSBURG","MO",""
"1317215822483","2017","Lead","OZARK","MO",""
"1310208489385","2010","Lead","SEDALIA","MO","0"
"1305203484605","2005","Lead","SPRINGFIELD","MO","0"
"1307205301207","2007","Lead","CAPE GIRARDEAU","MO",""
"1398120013154","1998","Lead","CLARENCE","MO",""
"1320218893624","2020","Lead","INDEPENDENCE","MO",""
"1316215454796","2016","Lead","JEFFERSON CITY","MO","8.17"
"1319217929367","2019","Lead","WASHINGTON","MO",""
"1303201118938","2003","Lead","OZARK","MO",""
"1387010313450","1987","Lead","CARTHAGE","MO","0"
"1319218387076","2019","Lead","MARSTON","MO",""
"1308206745515","2008","Lead","CARTHAGE","MO",""
"1311209455183","2011","Lead","O FALLON","MO",""
"1311209091230","2011","Lead","MONROE CITY","MO","0"
"1389035559766","1989","Lead","NEVADA","MO",""
"1301155108893","2001","Lead","OZARK","MO",""
"1319218456628","2019","Lead","WASHINGTON","MO",""
"1308206909424","2008","Lead","PALMYRA","MO","0"
"1310208168892","2010","Lead","PALMYRA","MO","0"
"1395090488750","1995","Lead","SAINT LOUIS","MO",""
"1313210965291","2013","Lead","SAINT CLAIR","MO","0"
"1304202578086","2004","Lead","HIGH RIDGE","MO","8.997"
"1316215612983","2016","Lead","HIGH HILL","MO",""
"1387010447542","1987","Lead","FENTON","MO",""
"1309207209457","2009","Lead","PALMYRA","MO","0"
"1317216444772","2017","Lead","WASHINGTON","MO",""
"1302200993931","2002","Lead","MILAN","MO",""
"1313210979795","2013","Lead","SPRINGFIELD","MO",""
"1302200529156","2002","Lead","SENECA","MO","2"
"1303201799020","2003","Lead","SPRINGFIELD","MO","8.3744"
"1307205293754","2007","Lead","ROLLA","MO",""
"1318217059601","2018","Lead","MANSFIELD","MO",""
"1303201305810","2003","Lead","KANSAS CITY","MO",""
"1396100412384","1996","Lead","SAINT CHARLES","MO",""
"1313211274410","2013","Lead","WHITEMAN AIR FORCE BASE","MO",""
"1315214892022","2015","Lead","SAINT LOUIS","MO",""
"1398120428204","1998","Lead","WASHINGTON","MO","0"
"1308206428841","2008","Lead","KANSAS CITY","MO",""
"1301150184000","2001","Lead","WASHINGTON","MO",""
"1318217506132","2018","Lead","CUBA","MO","0"
"1315214123869","2015","Lead","MOUNT VERNON","MO",""
"1320218751345","2020","Lead","HIGH RIDGE","MO","0"
"1300201073804","2000","Lead","ARNOLD","MO",""
"1321220048274","2021","Lead","LEBANON","MO",""
"1309207615182","2009","Lead","HARRISONVILLE","MO",""
"1309207584778","2009","Lead","SAINT CHARLES","MO",""
"1319217621287","2019","Lead","SEDALIA","MO",".68"
"1304204070027","2004","Lead","SAINT CHARLES","MO",""
"1305203831488","2005","Lead","NEOSHO","MO",""
"1305203801218","2005","Lead","SAINT LOUIS","MO",""
"1313211156880","2013","Lead","GARDEN CITY","MO",""
"1311209044229","2011","Lead","LEBANON","MO",""
"1307205646767","2007","Lead","CASSVILLE","MO",""
"1312210147183","2012","Lead","ARNOLD","MO",""
"1306204358232","2006","Lead","ROLLA","MO",""
"1308208987418","2008","Lead","JOPLIN","MO",""
"1315214185391","2015","Lead","JACKSON","MO",""
"1305203257795","2005","Lead","HARRISONVILLE","MO",""
"1311209283201","2011","Lead","MARYVILLE","MO",""
"1321219905155","2021","Lead","AVA","MO",""
"1302200453886","2002","Lead","SAINT LOUIS","MO",""
"1305203508294","2005","Lead","WASHINGTON","MO","1"
"1394085153551","1994","Lead","TRENTON","MO",""
"1399130053465","1999","Lead","CARTHAGE","MO","0"
"1392060120336","1992","Lead","SAINT LOUIS","MO",""
"1312210798815","2012","Lead","MANSFIELD","MO",""
"1317216018554","2017","Lead","SAINT JOSEPH","MO",""
"1387010463723","1987","Lead","KANSAS CITY","MO",""
"1312210354522","2012","Lead","EXCELSIOR SPRINGS","MO",""
"1321219729807","2021","Lead","WASHINGTON","MO",""
"1306204691125","2006","Lead","LEBANON","MO",""
"1307205849553","2007","Lead","SAINT LOUIS","MO",""
"1321220157174","2021","Lead","HIGH HILL","MO",""
"1313211350160","2013","Lead","JEFFERSON CITY","MO","9"
"1303201855792","2003","Lead","FESTUS","MO",""
"1391055166399","1991","Lead","CUBA","MO",""
"1308206422014","2008","Lead","SAINT CHARLES","MO",""
"1319220146512","2019","Lead","WAYNESVILLE","MO",""
"1393075271256","1993","Lead","HIGH RIDGE","MO",""
"1307205298122","2007","Lead","LEBANON","MO",""
"1321220315701","2021","Lead","GARDEN CITY","MO",""
"1304202383220","2004","Lead","FORT LEONARD WOOD","MO",""
"1312209931753","2012","Lead","CASSVILLE","MO",""
"1310208330605","2010","Lead","GARDEN CITY","MO",""
"1306205120506","2006","Lead","TROY","MO",""
"1308208030179","2008","Lead","SAINT CHARLES","MO",""
"1318217287388","2018","Lead","GARDEN CITY","MO",""
"1300140044532","2000","Lead","KANSAS CITY","MO",""
"1314212925693","2014","Lead","KINGSVILLE","MO",""
"1303201290867","2003","Lead","HARRISONVILLE","MO","0"
"1315214240311","2015","Lead","KANSAS CITY","MO","0"
"1306205039011","2006","Lead","COLUMBIA","MO",".001"
"1303203107608","2003","Lead","HARRISONVILLE","MO",""
"1317216311732","2017","Lead","HIGH HILL","MO",""
"1391055380152","1991","Lead","KENNETT","MO",""
"1305204064125","2005","Lead","WARRENTON","MO",""
"1319217870690","2019","Lead","JACKSON","MO",""
"1306205040165","2006","Lead","SEDALIA","MO",""
"1309207902735","2009","Lead","EARTH CITY","MO",""
"1316215448325","2016","Lead","LEBANON","MO",""
"1319218518696","2019","Lead","CARTHAGE","MO",""
"1321220069520","2021","Lead","LEBANON","MO",""
"1305204034831","2005","Lead","EUREKA","MO",""
"1307205839069","2007","Lead","KANSAS CITY","MO",""
"1391050054321","1991","Lead","CENTRALIA","MO",""
"1316215752573","2016","Lead","SLATER","MO",""
"1319219595079","2019","Lead","WARRENTON","MO","0"
"1310208873505","2010","Lead","SAINT LOUIS","MO",""
"1321219805052","2021","Lead","KANSAS CITY","MO",""
"1304202204400","2004","Lead","GRANDVIEW","MO",""
"1312210717474","2012","Lead","SAINT JOSEPH","MO",""
"1300140501368","2000","Lead","PEVELY","MO",""
"1305203869538","2005","Lead","FENTON","MO",""
"1308206931053","2008","Lead","SAINT LOUIS","MO",""
"1321219672146","2021","Lead","JEFFERSON CITY","MO","0"
"1305204131167","2005","Lead","ARNOLD","MO",""
"1313211061623","2013","Lead","WASHINGTON","MO",""
"1311209009467","2011","Lead","NEOSHO","MO",""
"1313211845464","2013","Lead","COLUMBIA","MO",""
"1308207134863","2008","Lead","JOPLIN","MO",""
"1306204600377","2006","Lead","GRAIN VALLEY","MO","0"
"1318217398320","2018","Lead","SEDALIA","MO",".68"
"1316214958530","2016","Lead","PALMYRA","MO",".25"
"1397110277302","1997","Lead","HIGH RIDGE","MO",""
"1389035908375","1989","Lead","SAINT CHARLES","MO",""
"1309207249222","2009","Lead","WEST PLAINS","MO",""
"1313211591387","2013","Lead","SAINT LOUIS","MO",""
"1302200854723","2002","Lead","MONROE CITY","MO",""
"1394080341326","1994","Lead","SAINT LOUIS","MO",""
"1308206834145","2008","Lead","SHELBINA","MO",""
"1315213978531","2015","Lead","WASHINGTON","MO",""
"1313211846821","2013","Lead","SAINT CHARLES","MO",""
"1318217911383","2018","Lead","LEES SUMMIT","MO",""
"1390045081508","1990","Lead","SAINT LOUIS","MO","0"
"1395090179641","1995","Lead","TRENTON","MO","40"
"1301150697112","2001","Lead","SAINT LOUIS","MO",""
"1319217629462","2019","Lead","MONETT","MO",""
"1399130117435","1999","Lead","SAINT LOUIS","MO",""
"1388025444439","1988","Lead","BERKELEY","MO",""
"1318217279266","2018","Lead","MARYVILLE","MO",""
"1311209502234","2011","Lead","SEDALIA","MO",".68"
"1389035556036","1989","Lead","WARRENTON","MO","1"
"1387010546442","1987","Lead","WASHINGTON","MO",""
"1313211719620","2013","Lead","MEXICO","MO",""
"1395090230006","1995","Lead","SEDALIA","MO","0"
"1300140467022","2000","Lead","SPRINGFIELD","MO",""
"1317215961867","2017","Lead","HIGH RIDGE","MO",""
"1310208454090","2010","Lead","SAINT JOSEPH","MO",""
"1393070103460","1993","Lead","WASHINGTON","MO",""
"1310208772487","2010","Lead","CENTRALIA","MO","0"
"1314212595526","2014","Lead","SOUTH WEST CITY","MO","0"
"1303201237512","2003","Lead","CAMDENTON","MO",""
"1391050066113","1991","Lead","GLASGOW","MO",""
"1305203313477","2005","Lead","SAINT LOUIS","MO",""
"1318216944126","2018","Lead","HOPKINS","MO",""
"1391055522852","1991","Lead","SAINT LOUIS","MO",""
"1300145042863","2000","Lead","SAINT LOUIS","MO",""
"1317216103438","2017","Lead","GRAIN VALLEY","MO",""
"1306205211636","2006","Lead","SAINT PETERS","MO",""
"1391055071195","1991","Lead","SAINT LOUIS","MO",""
"1317216226391","2017","Lead","EUREKA","MO",""
"1388025095530","1988","Lead","FENTON","MO",""
"1312210258455","2012","Lead","CENTRALIA","MO","0"
"1309207491580","2009","Lead","SLATER","MO",""
"1305203806260","2005","Lead","TROY","MO",""
"1304202802272","2004","Lead","HIGH RIDGE","MO",""
"1397110062369","1997","Lead","SEDALIA","MO",""
"1387010091294","1987","Lead","TRENTON","MO",""
"1316215490095","2016","Lead","JONESBURG","MO",""
"1309207237379","2009","Lead","KANSAS CITY","MO",""
"1303201077664","2003","Lead","MONTROSE","MO",""
"1302200653691","2002","Lead","KANSAS CITY","MO",""
"1317216099426","2017","Lead","CARTHAGE","MO",""
"1300140779784","2000","Lead","JEFFERSON CITY","MO",""
"1320220613513","2020","Lead","COLUMBIA","MO",""
"1313211392939","2013","Lead","SAINT LOUIS","MO",""
"1302203107584","2002","Lead","KANSAS CITY","MO",""
"1301150193985","2001","Lead","KANSAS CITY","MO",""
"1307206566402","2007","Lead","HAZELWOOD","MO","7.27"
"1388025553456","1988","Lead","HANNIBAL","MO",""
"1390045325343","1990","Lead","HIGH RIDGE","MO",""
"1305203946999","2005","Lead","MOUNT VERNON","MO",""
"1303201350511","2003","Lead","POPLAR BLUFF","MO",""
"1311209046580","2011","Lead","SAINT LOUIS","MO",""
"1302200307559","2002","Lead","SEDALIA","MO",""
"1314212945467","2014","Lead","HAZELWOOD","MO","25.52"
"1301150718524","2001","Lead","SAINT PETERS","MO",""
"1304202375073","2004","Lead","SAINT CHARLES","MO",""
"1318216738005","2018","Lead","UNION","MO",""
"1397110067941","1997","Lead","TRENTON","MO","49"
"1310208042515","2010","Lead","UNION","MO",""
"1313211098797","2013","Lead","KANSAS CITY","MO",""
"1316215295181","2016","Lead","SEDALIA","MO",".68"
"1309207342027","2009","Lead","HIGH RIDGE","MO",""
"1317215830288","2017","Lead","KANSAS CITY","MO",""
"1318217247055","2018","Lead","JACKSON","MO",""
"1312210871784","2012","Lead","WASHINGTON","MO",""
"1393075478521","1993","Lead","BERKELEY","MO",""
"1305203471875","2005","Lead","AVA","MO",""
"1306204363319","2006","Lead","KANSAS CITY","MO",""
"1306204275477","2006","Lead","MONROE CITY","MO",""
"1391055718199","1991","Lead","SAINT CHARLES","MO",""
"1393075094716","1993","Lead","SAINT LOUIS","MO",""
"1303203016833","2003","Lead","WASHINGTON","MO","0"
"1308207019530","2008","Lead","SAINT LOUIS","MO",""
"1315214417747","2015","Lead","WARRENSBURG","MO",""
"1318216715615","2018","Lead","SPRINGFIELD","MO",""
"1303203008964","2003","Lead","WASHINGTON","MO",""
"1305203160294","2005","Lead","GLASGOW","MO",""
"1300145116796","2000","Lead","FESTUS","MO",""
"1317216521171","2017","Lead","SEDALIA","MO",""
"1389035155288","1989","Lead","JEFFERSON CITY","MO",""
"1306204850667","2006","Lead","VERSAILLES","MO",""
"1303201301797","2003","Lead","SAINT JOSEPH","MO",""
"1301150734806","2001","Lead","SAINT CHARLES","MO",""
"1318216699518","2018","Lead","MONETT","MO",""
"1312213253762","2012","Lead","SULLIVAN","MO",""
"1305203318858","2005","Lead","CAPE GIRARDEAU","MO",""
"1391055371773","1991","Lead","KANSAS CITY","MO",""
"1396100137987","1996","Lead","TRENTON","MO",""
"1306204153860","2006","Lead","MALDEN","MO","40"
"1310208513770","2010","Lead","JEFFERSON CITY","MO",""
"1309207791474","2009","Lead","JACKSON","MO","3.1"
"1388025607918","1988","Lead","SAINT LOUIS","MO",""
"1315215439478","2015","Lead","BELTON","MO",""
"1389035389764","1989","Lead","HIGH RIDGE","MO",""
"1309208043327","2009","Lead","WRIGHT CITY","MO",""
"1318217438466","2018","Lead","SPRINGFIELD","MO",""
"1302200115564","2002","Lead","CAMDENTON","MO",""
"1310208440521","2010","Lead","CHILLICOTHE","MO","0"
"1302200605602","2002","Lead","COLUMBIA","MO",""
"1301155013319","2001","Lead","AVA","MO",""
"1313211267998","2013","Lead","FORT LEONARD WOOD","MO",""
"1302203123892","2002","Lead","KANSAS CITY","MO",""
"1320219089428","2020","Lead","MARYVILLE","MO",""
"1301150321836","2001","Lead","JEFFERSON CITY","MO",""
"1313211698675","2013","Lead","MOUNT VERNON","MO",""
"1392065663991","1992","Lead","FENTON","MO",""
"1304202350029","2004","Lead","SAINT LOUIS","MO",""
"1318220348724","2018","Lead","KANSAS CITY","MO",""
"1308206670059","2008","Lead","SAINT LOUIS","MO",""
"1301155054113","2001","Lead","ROLLA","MO",""
"1313211399199","2013","Lead","MONROE CITY","MO","0"
"1312210259622","2012","Lead","CENTRALIA","MO","0"
"1304202423657","2004","Lead","SAINT CHARLES","MO",""
"1314212460873","2014","Lead","WASHINGTON","MO",""
"1310208229120","2010","Lead","WARRENSBURG","MO",""
"1303201312422","2003","Lead","JEFFERSON CITY","MO",""
"1305203347341","2005","Lead","SAINT LOUIS","MO",""
"1316215006988","2016","Lead","HIGH RIDGE","MO",""
"1302200879726","2002","Lead","SAINT LOUIS","MO",""
"1307205224708","2007","Lead","JACKSON","MO",""
"1320219286022","2020","Lead","MARSTON","MO",""
"1315213813900","2015","Lead","MANSFIELD","MO",""
"1302200149399","2002","Lead","EARTH CITY","MO",""
"1301150051187","2001","Lead","MONROE CITY","MO",""
"1315214227605","2015","Lead","MOBERLY","MO",""
"1311209624550","2011","Lead","SAINT JOSEPH","MO",""
"1316214966715","2016","Lead","NEOSHO","MO",""
"1308206669006","2008","Lead","AVA","MO",""
"1312210390124","2012","Lead","SPRINGFIELD","MO",""
"1310208987420","2010","Lead","JOPLIN","MO",""
"1318217204647","2018","Lead","KANSAS CITY","MO",""
"1311209553876","2011","Lead","WARRENSBURG","MO",""
"1317216003778","2017","Lead","MOUNT VERNON","MO",""
"1388025732850","1988","Lead","CUBA","MO",""
"1317216392213","2017","Lead","KANSAS CITY","MO",""
"1318217107679","2018","Lead","CLAYCOMO","MO",""
"1315214089169","2015","Lead","O FALLON","MO",""
"1316215236605","2016","Lead","SAINT LOUIS","MO",""
"1310208052074","2010","Lead","CARTHAGE","MO",""
"1301155109630","2001","Lead","WARRENSBURG","MO","0"
"1315213680541","2015","Lead","FORT LEONARD WOOD","MO",""
"1320218986139","2020","Lead","ANDERSON","MO",""
"1398120056155","1998","Lead","GLASGOW","MO",""
"1312210386090","2012","Lead","SEDALIA","MO",""
"1304202375642","2004","Lead","INDEPENDENCE","MO",""
"1301155061637","2001","Lead","WARRENTON","MO",""
"1306204295303","2006","Lead","HAZELWOOD","MO","7.27"
"1304202140024","2004","Lead","SAINT JOSEPH","MO",""
"1303201193188","2003","Lead","SAINT LOUIS","MO",""
"1314211885165","2014","Lead","MOUNT VERNON","MO",""
"1315213582962","2015","Lead","KANSAS CITY","MO",""
"1311209489032","2011","Lead","CAPE GIRARDEAU","MO",""
"1310208569739","2010","Lead","SAINT LOUIS","MO",""
"1321219916614","2021","Lead","OZARK","MO",""
"1315213746201","2015","Lead","HIGH HILL","MO",""
"1315214417735","2015","Lead","KINGSVILLE","MO",""
"1321220312781","2021","Lead","JOPLIN","MO",""
"1308206256442","2008","Lead","SAINT LOUIS","MO",""
"1314212554164","2014","Lead","POPLAR BLUFF","MO",""
"1314211912454","2014","Lead","UNION","MO",""
"1313211845502","2013","Lead","INDEPENDENCE","MO",""
"1316215676735","2016","Lead","WASHINGTON","MO",""
"1320219050592","2020","Lead","FARMINGTON","MO","0"
"1319217911318","2019","Lead","LIBERTY","MO",""
"1318217119229","2018","Lead","SAINT LOUIS","MO",""
"1302200365979","2002","Lead","KANSAS CITY","MO",""
"1394085452884","1994","Lead","CLARENCE","MO",""
"1316217578715","2016","Lead","NEOSHO","MO","0"
"1305203342771","2005","Lead","MANSFIELD","MO",""
"1390045276971","1990","Lead","WARRENTON","MO","1"
"1314212561664","2014","Lead","SPRINGFIELD","MO",""
"1318217512639","2018","Lead","PERRYVILLE","MO",""
"1314215268564","2014","Lead","JEFFERSON CITY","MO","0"
"1306204900334","2006","Lead","MARSTON","MO",""
"1304202650139","2004","Lead","SPRINGFIELD","MO","0"
"1317215976489","2017","Lead","SEDALIA","MO",""
"1305203188420","2005","Lead","CARTHAGE","MO","0"
"1318217462480","2018","Lead","JOPLIN","MO",""
"1397110341017","1997","Lead","SAINT LOUIS","MO",""
"1391055401234","1991","Lead","SAINT LOUIS","MO",""
"1303201109182","2003","Lead","SAINT LOUIS","MO",""
"1301150737221","2001","Lead","INDEPENDENCE","MO",""
"1388025642101","1988","Lead","SAINT LOUIS","MO",""
"1304202703979","2004","Lead","SEDALIA","MO",".68"
"1305203962675","2005","Lead","SAINT LOUIS","MO",""
"1307205579434","2007","Lead","JEFFERSON CITY","MO","41"
"1316214953895","2016","Lead","CAPE GIRARDEAU","MO",""
"1319218340394","2019","Lead","KANSAS CITY","MO",""
"1304202385720","2004","Lead","WASHINGTON","MO",""
"1314212571855","2014","Lead","JEFFERSON CITY","MO","8"
"1315214127781","2015","Lead","SEDALIA","MO",".68"
"1312210028128","2012","Lead","NEVADA","MO",""
"1319220289716","2019","Lead","KANSAS CITY","MO",""
"1393075384139","1993","Lead","WASHINGTON","MO",""
"1390045340561","1990","Lead","SAINT LOUIS","MO",""
"1308206660045","2008","Lead","SAINT CLAIR","MO",""
"1314212515819","2014","Lead","SPRINGFIELD","MO",""
"1310208678324","2010","Lead","EUREKA","MO",""
"1314212315574","2014","Lead","FORT LEONARD WOOD","MO",""
"1309207181393","2009","Lead","FORT LEONARD WOOD","MO",""
"1316215492366","2016","Lead","KANSAS CITY","MO",""
"1315213610316","2015","Lead","GRAIN VALLEY","MO","0"
"1390045467370","1990","Lead","OLIVETTE","MO",""
"1311209462605","2011","Lead","HAZELWOOD","MO","10.54"
"1308206969697","2008","Lead","MARSTON","MO",""
"1303201368180","2003","Lead","COLUMBIA","MO",""
"1317215876564","2017","Lead","NEOSHO","MO",""
"1306204200570","2006","Lead","CARTHAGE","MO",""
"1321220334167","2021","Lead","MEXICO","MO","0"
"1315214386524","2015","Lead","MARSTON","MO",""
"1313211133196","2013","Lead","HIGH RIDGE","MO",""
"1320218783393","2020","Lead","MEXICO","MO","0"
"1312210449157","2012","Lead","KINGSVILLE","MO",""
"1309207945890","2009","Lead","HIGH RIDGE","MO",".006"
"1303204166829","2003","Lead","GARDEN CITY","MO",""
"1319217715085","2019","Lead","JOPLIN","MO",""
"1303201736992","2003","Lead","KANSAS CITY","MO",""
"1315214063733","2015","Lead","SEDALIA","MO",""
"1320219078793","2020","Lead","LEBANON","MO",""
"1308206809939","2008","Lead","JACKSON","MO","1.9"
"1308206955522","2008","Lead","JACKSON","MO",""
"1304202281224","2004","Lead","MARSTON","MO",""
"1319218163780","2019","Lead","JEFFERSON CITY","MO",""
"1309207199225","2009","Lead","KANSAS CITY","MO",""
"1309207632035","2009","Lead","KANSAS CITY","MO",""
"1320219182654","2020","Lead","O FALLON","MO",""
"1317216077026","2017","Lead","JACKSON","MO",""
"1313211260094","2013","Lead","LIBERTY","MO",""
"1306204408482","2006","Lead","SAINT CHARLES","MO",""
"1306204597696","2006","Lead","CHILLICOTHE","MO",""
"1313211350261","2013","Lead","MARYVILLE","MO",""
"1301150227445","2001","Lead","EARTH CITY","MO",""
"1310208820100","2010","Lead","HAZELWOOD","MO","17.41"
"1392065639698","1992","Lead","CENTRALIA","MO",""
"1320218991711","2020","Lead","EUREKA","MO",""
"1306205437460","2006","Lead","EXCELSIOR SPRINGS","MO",""
"1309207430075","2009","Lead","GARDEN CITY","MO",""
"1319218230264","2019","Lead","KANSAS CITY","MO",""
